ID,State,State_Name,Location_Name,Postcode,TourismRegion_Name,DNSW Classification,DNSW Classification + Regional NSW (SA4),SA2_Name,SA3_Name,SA4_Name,LGA_Name,SD_Name,SLA_Name
1422,1,New South Wales,Cabramurra NSW,2629,Snowy Mountains,Regional NSW,Riverina,Tumut Region,Tumut - Tumbarumba,Riverina,Tumut Shire (A),Murrumbidgee,Tumut Shire (A)
1423,1,New South Wales,Cabravale NSW,2176,Sydney,Sydney - South West,Sydney - South West,Greenfield Park - Prairiewood,Fairfield,Sydney - South West,Fairfield (C),Sydney,Fairfield (C) - West
1424,1,New South Wales,Caddigat NSW,2629,Snowy Mountains,Regional NSW,Capital Region,Cooma Region,Snowy Mountains,Capital Region,Snowy River (A),South Eastern,Snowy River (A)
1425,1,New South Wales,Cadgee NSW,2545,South Coast,Regional NSW,Capital Region,Deua - Wadbilliga,South Coast,Capital Region,Eurobodalla (A),South Eastern,Eurobodalla (A)
1426,1,New South Wales,Cadia NSW,2800,Central NSW,Regional NSW,Central West,Orange Region,Orange,Central West,Cabonne (A),Central West,Cabonne (A)
1427,1,New South Wales,Cadow NSW,2877,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
1428,1,New South Wales,Caerleon NSW,2850,Central NSW,Regional NSW,Central West,Mudgee,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
1429,1,New South Wales,Caffreys Flat NSW,2429,North Coast NSW,Regional NSW,Mid North Coast,Taree Region,Taree - Gloucester,Mid North Coast,Greater Taree (C),Mid-North Coast,Greater Taree (C)
1430,1,New South Wales,Cairncross NSW,2446,North Coast NSW,Regional NSW,Mid North Coast,Port Macquarie Region,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Mid-North Coast,Port Macquarie-Hastings (A) - Pt B
1431,1,New South Wales,Cairnsmore NSW,2420,Hunter,Hunter,Hunter,Dungog,Lower Hunter,Hunter Valley exc Newcastle,Dungog (A),Hunter,Dungog (A)
1432,1,New South Wales,Cairnton NSW,2347,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt B
1433,1,New South Wales,Cal Lal NSW,2648,The Murray,Regional NSW,Murray,Wentworth-Balranald Region,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
1434,1,New South Wales,Calala NSW,2340,New England North West,Regional NSW,New England and North West,Tamworth - East,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt A
1435,1,New South Wales,Calamia NSW,2460,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) - Coast
1436,1,New South Wales,Calare NSW,2800,Central NSW,Regional NSW,Central West,Orange - North,Orange,Central West,Orange (C),Central West,Orange (C)
1437,1,New South Wales,Calarie NSW,2871,Central NSW,Regional NSW,Central West,Forbes,Lachlan Valley,Central West,Forbes (A),Central West,Forbes (A)
1438,1,New South Wales,Calderwood NSW,2527,South Coast,Regional NSW,Illawarra,Albion Park - Macquarie Pass,Kiama - Shellharbour,Illawarra,Shellharbour (C),Illawarra,Shellharbour (C)
1439,1,New South Wales,Caldwell NSW,2731,The Murray,Regional NSW,Murray,Deniliquin Region,Upper Murray exc. Albury,Murray,Murray (A),Murray,Murray (A)
1440,1,New South Wales,Calga NSW,2250,Central Coast,Central Coast,Central Coast,Calga - Kulnura,Gosford,Central Coast,Gosford (C),Sydney,Gosford (C) - West
1441,1,New South Wales,Calga West NSW,2829,Central NSW,Regional NSW,Far West and Orana,Coonamble,Bourke - Cobar - Coonamble,Far West and Orana,Coonamble (A),North Western,Coonamble (A)
1442,1,New South Wales,Califat NSW,2729,Snowy Mountains,Regional NSW,Riverina,Tumut Region,Tumut - Tumbarumba,Riverina,Tumut Shire (A),Murrumbidgee,Tumut Shire (A)
1443,1,New South Wales,Calimo NSW,2710,The Murray,Regional NSW,Murray,Deniliquin Region,Upper Murray exc. Albury,Murray,Murray (A),Murray,Murray (A)
1444,1,New South Wales,Calimpa NSW,2399,New England North West,Regional NSW,New England and North West,Moree Region,Moree - Narrabri,New England and North West,Moree Plains (A),Northern,Moree Plains (A)
1445,1,New South Wales,Calindary NSW,2880,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Unincorporated NSW,Far West,Unincorp. Far West
1446,1,New South Wales,Callaghan NSW,2307,Hunter,Hunter,Hunter,Shortland - Jesmond,Newcastle,Newcastle and Lake Macquarie,Newcastle (C),Hunter,Newcastle (C) - Outer West
1447,1,New South Wales,Callaghans Creek NSW,2422,Hunter,Hunter,Hunter,Gloucester,Taree - Gloucester,Mid North Coast,Gloucester (A),Hunter,Gloucester (A)
1448,1,New South Wales,Callaghans Swamp NSW,2354,New England North West,Regional NSW,New England and North West,Walcha,Armidale,New England and North West,Walcha (A),Northern,Walcha (A)
1449,1,New South Wales,Callala Bay NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Callala Bay - Currarong,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt B
1450,1,New South Wales,Callala Beach NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Callala Bay - Currarong,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt B
1451,1,New South Wales,Callala Point NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Callala Bay - Currarong,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt B
1452,1,New South Wales,Calleen NSW,2669,Central NSW,Regional NSW,Central West,West Wyalong,Lachlan Valley,Central West,Bland (A),Central West,Bland (A)
1453,1,New South Wales,Callemondah NSW,2630,Snowy Mountains,Regional NSW,Capital Region,Cooma Region,Snowy Mountains,Capital Region,Cooma-Monaro (A),South Eastern,Cooma-Monaro (A)
1454,1,New South Wales,Calliope NSW,2462,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) - Coast
1455,1,New South Wales,Caloola NSW,2795,Central NSW,Regional NSW,Central West,Bathurst Region,Bathurst,Central West,Bathurst Regional (A),Central West,Bathurst Regional (A) - Pt B
1456,1,New South Wales,Calorafield NSW,2705,Riverina,Regional NSW,Riverina,Griffith Region,Griffith - Murrumbidgee (West),Riverina,Leeton (A),Murrumbidgee,Leeton (A)
1457,1,New South Wales,Calwalla NSW,2576,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Robertson - Fitzroy Falls,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
1458,1,New South Wales,Cambalong NSW,2632,Snowy Mountains,Regional NSW,Capital Region,Bombala,Snowy Mountains,Capital Region,Bombala (A),South Eastern,Bombala (A)
1459,1,New South Wales,Camberwell NSW,2330,Hunter,Hunter,Hunter,Singleton Region,Lower Hunter,Hunter Valley exc Newcastle,Singleton (A),Hunter,Singleton (A)
1460,1,New South Wales,Cambewarra NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,North Nowra - Bomaderry,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt A
1461,1,New South Wales,Cambewarra South NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,North Nowra - Bomaderry,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt A
1462,1,New South Wales,Cambewarra Village NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,North Nowra - Bomaderry,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt A
1463,1,New South Wales,Cambewarra West NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,North Nowra - Bomaderry,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt A
1464,1,New South Wales,Camboon NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - East,Lithgow - Mudgee,Central West,Mid-Western Regional (A),Central West,Mid-Western Regional (A) - Pt B
1465,1,New South Wales,Camborn NSW,2648,The Murray,Regional NSW,Murray,Wentworth-Balranald Region,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
1466,1,New South Wales,Cambra NSW,2420,Hunter,Hunter,Hunter,Dungog,Lower Hunter,Hunter Valley exc Newcastle,Dungog (A),Hunter,Dungog (A)
1467,1,New South Wales,Cambridge Gardens NSW,2747,Sydney,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,Cambridge Park,Penrith,Sydney - Outer West and Blue Mountains,Penrith (C),Sydney,Penrith (C) - East
1468,1,New South Wales,Cambridge NSW,2824,Outback NSW,Regional NSW,Far West and Orana,Nyngan - Warren,Bourke - Cobar - Coonamble,Far West and Orana,Warren (A),North Western,Warren (A)
1469,1,New South Wales,Cambridge Park NSW,2747,Sydney,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,Cambridge Park,Penrith,Sydney - Outer West and Blue Mountains,Penrith (C),Sydney,Penrith (C) - East
1470,1,New South Wales,Cambridge Plateau NSW,2469,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Casino Region,Richmond Valley - Hinterland,Richmond - Tweed,Kyogle (A),Richmond-Tweed,Kyogle (A)
1471,1,New South Wales,Camden Downs NSW,2570,Sydney,Sydney - Outer South West,Sydney - Outer South West,Camden - Ellis Lane,Camden,Sydney - Outer South West,Camden (A),Sydney,Camden (A)
1472,1,New South Wales,Camden East NSW,2570,Sydney,Sydney - Outer South West,Sydney - Outer South West,Camden - Ellis Lane,Camden,Sydney - Outer South West,Camden (A),Sydney,Camden (A)
1473,1,New South Wales,Camden Haven NSW,2443,North Coast NSW,Regional NSW,Mid North Coast,Laurieton - Bonny Hills,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Mid-North Coast,Port Macquarie-Hastings (A) - Pt B
1474,1,New South Wales,Camden Head NSW,2446,North Coast NSW,Regional NSW,Mid North Coast,Laurieton - Bonny Hills,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Mid-North Coast,Port Macquarie-Hastings (A) - Pt B
1475,1,New South Wales,Camden NSW,2570,Sydney,Sydney - Outer South West,Sydney - Outer South West,Camden - Ellis Lane,Camden,Sydney - Outer South West,Camden (A),Sydney,Camden (A)
1476,1,New South Wales,Camden Park NSW,2569,Sydney,Sydney - Outer South West,Sydney - Outer South West,Douglas Park - Appin,Wollondilly,Sydney - Outer South West,Wollondilly (A),Sydney,Wollondilly (A)
1477,1,New South Wales,Camden South NSW,2570,Sydney,Sydney - Outer South West,Sydney - Outer South West,Camden - Ellis Lane,Camden,Sydney - Outer South West,Camden (A),Sydney,Camden (A)
1478,1,New South Wales,Camden Views NSW,2570,Sydney,Sydney - Outer South West,Sydney - Outer South West,Elderslie - Harrington Park,Camden,Sydney - Outer South West,Camden (A),Sydney,Camden (A)
1479,1,New South Wales,Camden West NSW,2570,Sydney,Sydney - Outer South West,Sydney - Outer South West,Camden - Ellis Lane,Camden,Sydney - Outer South West,Camden (A),Sydney,Camden (A)
1480,1,New South Wales,Camdenville NSW,2042,Sydney,Sydney - City and Inner South,Sydney - City and Inner South,Petersham - Stanmore,Marrickville - Sydenham - Petersham,Sydney - City and Inner South,Marrickville (A),Sydney,Marrickville (A)
1481,1,New South Wales,Camelback NSW,2460,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) Bal
1482,1,New South Wales,Camellia NSW,2142,Sydney,Sydney - Parramatta,Sydney - Parramatta,Parramatta - Rosehill,Parramatta,Sydney - Parramatta,Parramatta (C),Sydney,Parramatta (C) - Inner
1483,1,New South Wales,Cameron Corner NSW,2880,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Unincorporated NSW,Far West,Unincorp. Far West
1484,1,New South Wales,Cameron Park NSW,2285,Hunter,Hunter,Hunter,Edgeworth - Cameron Park,Lake Macquarie - West,Newcastle and Lake Macquarie,Lake Macquarie (C),Hunter,Lake Macquarie (C) - North
1485,1,New South Wales,Camerons Creek NSW,2358,New England North West,Regional NSW,New England and North West,Armidale Region - South,Armidale,New England and North West,Uralla (A),Northern,Uralla (A)
1486,1,New South Wales,Camira Creek NSW,2469,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Casino Region,Richmond Valley - Hinterland,Richmond - Tweed,Richmond Valley (A),Richmond-Tweed,Richmond Valley (A) Bal
1487,1,New South Wales,Camira Creek Upper NSW,2470,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Casino Region,Richmond Valley - Hinterland,Richmond - Tweed,Richmond Valley (A),Richmond-Tweed,Richmond Valley (A) Bal
1488,1,New South Wales,Camira NSW,2469,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Casino Region,Richmond Valley - Hinterland,Richmond - Tweed,Richmond Valley (A),Richmond-Tweed,Richmond Valley (A) Bal
1489,1,New South Wales,Cammeray NSW,2062,Sydney,Sydney - North Sydney and Hornsby,Sydney - North Sydney and Hornsby,Cremorne - Cammeray,North Sydney - Mosman,Sydney - North Sydney and Hornsby,North Sydney (A),Sydney,North Sydney (A)
1490,1,New South Wales,Camp Cove NSW,2030,Sydney,Sydney - Eastern Suburbs,Sydney - Eastern Suburbs,Rose Bay - Vaucluse - Watsons Bay,Eastern Suburbs - North,Sydney - Eastern Suburbs,Woollahra (A),Sydney,Woollahra (A)
1491,1,New South Wales,Camp Creek NSW,4385,New England North West,Regional NSW,New England and North West,Inverell Region - East,Inverell - Tenterfield,New England and North West,Inverell (A),Northern,Inverell (A) - Pt A
1492,1,New South Wales,Camp Creek Springs NSW,2360,New England North West,Regional NSW,New England and North West,Inverell Region - West,Inverell - Tenterfield,New England and North West,Inverell (A),Northern,Inverell (A) - Pt A
1493,1,New South Wales,Camp Fire NSW,2354,New England North West,Regional NSW,New England and North West,Walcha,Armidale,New England and North West,Walcha (A),Northern,Walcha (A)
1494,1,New South Wales,Campbell Hill NSW,2322,Hunter,Hunter,Hunter,Maitland - East,Maitland,Hunter Valley exc Newcastle,Maitland (C),Hunter,Maitland (C)
1495,1,New South Wales,Campbell NSW,2334,Hunter,Hunter,Hunter,Branxton - Greta - Pokolbin,Lower Hunter,Hunter Valley exc Newcastle,Cessnock (C),Hunter,Cessnock (C)
1496,1,New South Wales,Campbells Creek NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
1497,1,New South Wales,Campbelltown North NSW,2560,Sydney,Sydney - Outer South West,Sydney - Outer South West,Campbelltown - Woodbine,Campbelltown (NSW),Sydney - Outer South West,Campbelltown (C),Sydney,Campbelltown (C) - South
1498,1,New South Wales,Campbelltown NSW,2560,Sydney,Sydney - Outer South West,Sydney - Outer South West,Campbelltown - Woodbine,Campbelltown (NSW),Sydney - Outer South West,Campbelltown (C),Sydney,Campbelltown (C) - South
1499,1,New South Wales,Camperdown NSW,2050,Sydney,Sydney - City and Inner South,Sydney - City and Inner South,Newtown - Camperdown - Darlington,Sydney Inner City,Sydney - City and Inner South,Marrickville (A),Sydney,Marrickville (A)
1500,1,New South Wales,Campfire NSW,2354,New England North West,Regional NSW,New England and North West,Walcha,Armidale,New England and North West,Walcha (A),Northern,Walcha (A)
1501,1,New South Wales,Campo Santo NSW,2347,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt B
1502,1,New South Wales,Campsie NSW,2194,Sydney,Sydney - Inner South West,Sydney - Inner South West,Canterbury (South) - Campsie,Canterbury,Sydney - Inner South West,Canterbury (C),Sydney,Canterbury (C)
1503,1,New South Wales,Campsie South NSW,2194,Sydney,Sydney - Inner South West,Sydney - Inner South West,Canterbury (South) - Campsie,Canterbury,Sydney - Inner South West,Canterbury (C),Sydney,Canterbury (C)
1504,1,New South Wales,Campvale NSW,2318,North Coast NSW,Regional NSW,Hunter Valley exc Newcastle,Williamtown - Medowie - Karuah,Port Stephens,Hunter Valley exc Newcastle,Port Stephens (A),Hunter,Port Stephens (A)
1505,1,New South Wales,Cams Wharf NSW,2281,Hunter,Hunter,Hunter,Swansea - Caves Beach,Lake Macquarie - East,Newcastle and Lake Macquarie,Lake Macquarie (C),Hunter,Lake Macquarie (C) - East
1506,1,New South Wales,Camurra NSW,2400,New England North West,Regional NSW,New England and North West,Moree Region,Moree - Narrabri,New England and North West,Moree Plains (A),Northern,Moree Plains (A)
1507,1,New South Wales,Camyr Allyn NSW,2420,Hunter,Hunter,Hunter,Dungog,Lower Hunter,Hunter Valley exc Newcastle,Dungog (A),Hunter,Dungog (A)
1508,1,New South Wales,Canada Bay NSW,2046,Sydney,Sydney - Inner West,Sydney - Inner West,Five Dock - Abbotsford,Canada Bay,Sydney - Inner West,Canada Bay (A),Sydney,Canada Bay (A) - Drummoyne
1509,1,New South Wales,Canadian Lead NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
1510,1,New South Wales,Canbelego NSW,2835,Outback NSW,Regional NSW,Far West and Orana,Cobar,Bourke - Cobar - Coonamble,Far West and Orana,Cobar (A),North Western,Cobar (A)
1511,1,New South Wales,Candelo NSW,2550,South Coast,Regional NSW,Capital Region,Bega-Eden Hinterland,South Coast,Capital Region,Bega Valley (A),South Eastern,Bega Valley (A)
1512,1,New South Wales,Canfells NSW,2833,Outback NSW,Regional NSW,Far West and Orana,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble,Far West and Orana,Walgett (A),North Western,Walgett (A)
1513,1,New South Wales,Cangai NSW,2460,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) Bal
1514,1,New South Wales,Cangon NSW,2420,Hunter,Hunter,Hunter,Dungog,Lower Hunter,Hunter Valley exc Newcastle,Dungog (A),Hunter,Dungog (A)
1515,1,New South Wales,Caniaba NSW,2480,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Lismore Region,Richmond Valley - Hinterland,Richmond - Tweed,Lismore (C),Richmond-Tweed,Lismore (C) - Pt B
1516,1,New South Wales,Canimbla NSW,2794,Central NSW,Regional NSW,Central West,Cowra,Lachlan Valley,Central West,Cowra (A),Central West,Cowra (A)
1517,1,New South Wales,Canley Heights NSW,2166,Sydney,Sydney - South West,Sydney - South West,Canley Vale - Canley Heights,Fairfield,Sydney - South West,Fairfield (C),Sydney,Fairfield (C) - East
1518,1,New South Wales,Canley Vale NSW,2166,Sydney,Sydney - South West,Sydney - South West,Canley Vale - Canley Heights,Fairfield,Sydney - South West,Fairfield (C),Sydney,Fairfield (C) - East
1519,1,New South Wales,Cannon Point NSW,2480,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Lismore Region,Richmond Valley - Hinterland,Richmond - Tweed,Lismore (C),Richmond-Tweed,Lismore (C) - Pt B
1520,1,New South Wales,Canobolas NSW,2800,Central NSW,Regional NSW,Central West,Orange Region,Orange,Central West,Orange (C),Central West,Orange (C)
