ID,State,State_Name,Location_Name,Postcode,TourismRegion_Name,DNSW Classification,DNSW Classification + Regional NSW (SA4),SA2_Name,SA3_Name,SA4_Name,LGA_Name,SD_Name,SLA_Name
1280,1,New South Wales,Bungalong NSW,2810,Central NSW,Regional NSW,Central West,Grenfell,Lachlan Valley,Central West,Weddin (A),Central West,Weddin (A)
1281,1,New South Wales,Bungalora NSW,2486,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Tweed Heads - South,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond-Tweed,Tweed (A) - Pt B
1282,1,New South Wales,Bungan Beach NSW,2106,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Newport - Bilgola,Pittwater,Sydney - Northern Beaches,Pittwater (A),Sydney,Pittwater (A)
1283,1,New South Wales,Bungan Head NSW,2106,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Newport - Bilgola,Pittwater,Sydney - Northern Beaches,Pittwater (A),Sydney,Pittwater (A)
1284,1,New South Wales,Bungarby NSW,2632,Snowy Mountains,Regional NSW,Capital Region,Bombala,Snowy Mountains,Capital Region,Bombala (A),South Eastern,Bombala (A)
1285,1,New South Wales,Bungarribee NSW,2767,Sydney,Sydney - Blacktown,Sydney - Blacktown,Doonside - Woodcroft,Blacktown,Sydney - Blacktown,Blacktown (C),Sydney,Blacktown (C) - South-East
1286,1,New South Wales,Bungawalbin NSW,2472,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Evans Head,Richmond Valley - Coastal,Richmond - Tweed,Richmond Valley (A),Richmond-Tweed,Richmond Valley (A) Bal
1287,1,New South Wales,Bungay NSW,2430,North Coast NSW,Regional NSW,Mid North Coast,Taree Region,Taree - Gloucester,Mid North Coast,Greater Taree (C),Mid-North Coast,Greater Taree (C)
1288,1,New South Wales,Bungendore NSW,2621,Capital Country,Regional NSW,Capital Region,Queanbeyan Region,Queanbeyan,Capital Region,Palerang (A),South Eastern,Palerang (A) - Pt A
1289,1,New South Wales,Bungiebomar NSW,2830,Central NSW,Regional NSW,Far West and Orana,Wellington,Dubbo,Far West and Orana,Wellington (A),North Western,Wellington (A)
1290,1,New South Wales,Bunglegumbie NSW,2830,Central NSW,Regional NSW,Far West and Orana,Dubbo - West,Dubbo,Far West and Orana,Dubbo (C),North Western,Dubbo (C) - Pt A
1291,1,New South Wales,Bungongo NSW,2727,Riverina,Regional NSW,Riverina,Gundagai,Wagga Wagga,Riverina,Gundagai (A),Murrumbidgee,Gundagai (A)
1292,1,New South Wales,Bungonia NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Goulburn Mulwaree (A),South Eastern,Goulburn Mulwaree (A) Bal
1293,1,New South Wales,Bungowannah NSW,2642,The Murray,Regional NSW,Murray,Albury Region,Albury,Murray,Greater Hume Shire (A),Murray,Greater Hume Shire (A) - Pt A
1294,1,New South Wales,Bungulla NSW,2372,New England North West,Regional NSW,New England and North West,Tenterfield,Inverell - Tenterfield,New England and North West,Tenterfield (A),Northern,Tenterfield (A)
1295,1,New South Wales,Bungwahl NSW,2423,North Coast NSW,Regional NSW,Mid North Coast,Forster-Tuncurry Region,Great Lakes,Mid North Coast,Great Lakes (A),Hunter,Great Lakes (A)
1296,1,New South Wales,Bungymulla NSW,2347,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt B
1297,1,New South Wales,Bunnaloo NSW,2731,The Murray,Regional NSW,Murray,Deniliquin Region,Upper Murray exc. Albury,Murray,Murray (A),Murray,Murray (A)
1298,1,New South Wales,Bunnan NSW,2337,Hunter,Hunter,Hunter,Scone Region,Upper Hunter,Hunter Valley exc Newcastle,Upper Hunter Shire (A),Hunter,Upper Hunter Shire (A)
1299,1,New South Wales,Bunnerong NSW,2036,Sydney,Sydney - City and Inner South,Sydney - City and Inner South,Port Botany Industrial,Botany,Sydney - City and Inner South,Randwick (C),Sydney,Randwick (C)
1300,1,New South Wales,Bunnerungee NSW,2648,The Murray,Regional NSW,Murray,Wentworth-Balranald Region,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
1301,1,New South Wales,Bunnor NSW,2400,New England North West,Regional NSW,New England and North West,Moree Region,Moree - Narrabri,New England and North West,Moree Plains (A),Northern,Moree Plains (A)
1302,1,New South Wales,Bunyah NSW,2423,North Coast NSW,Regional NSW,Mid North Coast,Bulahdelah - Stroud,Great Lakes,Mid North Coast,Great Lakes (A),Hunter,Great Lakes (A)
1303,1,New South Wales,Bunyah Upper NSW,2423,North Coast NSW,Regional NSW,Mid North Coast,Bulahdelah - Stroud,Great Lakes,Mid North Coast,Great Lakes (A),Hunter,Great Lakes (A)
1304,1,New South Wales,Bunyan NSW,2630,Snowy Mountains,Regional NSW,Capital Region,Cooma Region,Snowy Mountains,Capital Region,Cooma-Monaro (A),South Eastern,Cooma-Monaro (A)
1305,1,New South Wales,Buraja North NSW,2646,The Murray,Regional NSW,Murray,Corowa,Upper Murray exc. Albury,Murray,Corowa Shire (A),Murray,Corowa Shire (A)
1306,1,New South Wales,Buraja NSW,2646,The Murray,Regional NSW,Murray,Corowa Region,Upper Murray exc. Albury,Murray,Corowa Shire (A),Murray,Corowa Shire (A)
1307,1,New South Wales,Buralyang NSW,2669,Central NSW,Regional NSW,Central West,West Wyalong,Lachlan Valley,Central West,Bland (A),Central West,Bland (A)
1308,1,New South Wales,Burban Grange NSW,2839,Outback NSW,Regional NSW,Far West and Orana,Bourke - Brewarrina,Bourke - Cobar - Coonamble,Far West and Orana,Brewarrina (A),North Western,Brewarrina (A)
1309,1,New South Wales,Burbong NSW,2620,Capital Country,Regional NSW,Capital Region,Queanbeyan Region,Queanbeyan,Capital Region,Queanbeyan (C),South Eastern,Queanbeyan (C)
1310,1,New South Wales,Burburgate NSW,2380,New England North West,Regional NSW,New England and North West,Gunnedah Region,Tamworth - Gunnedah,New England and North West,Gunnedah (A),Northern,Gunnedah (A)
1311,1,New South Wales,Burcher NSW,2671,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
1312,1,New South Wales,Burdett NSW,2804,Central NSW,Regional NSW,Central West,Cowra Region,Lachlan Valley,Central West,Cabonne (A),Central West,Cabonne (A)
1313,1,New South Wales,Bureen NSW,2328,Hunter,Hunter,Hunter,Muswellbrook Region,Upper Hunter,Hunter Valley exc Newcastle,Muswellbrook (A),Hunter,Muswellbrook (A)
1314,1,New South Wales,Burenda NSW,2672,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
1315,1,New South Wales,Burgess Beach NSW,2428,North Coast NSW,Regional NSW,Mid North Coast,Forster,Great Lakes,Mid North Coast,Great Lakes (A),Hunter,Great Lakes (A)
1316,1,New South Wales,Burgooney NSW,2672,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
1317,1,New South Wales,Burindi NSW,2347,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt B
1318,1,New South Wales,Burn Brae NSW,2329,Hunter,Hunter,Hunter,Scone Region,Upper Hunter,Hunter Valley exc Newcastle,Upper Hunter Shire (A),Hunter,Upper Hunter Shire (A)
1319,1,New South Wales,Burnima NSW,2632,Snowy Mountains,Regional NSW,Capital Region,Bombala,Snowy Mountains,Capital Region,Bombala (A),South Eastern,Bombala (A)
1320,1,New South Wales,Burning Palms NSW,2525,South Coast,Regional NSW,Illawarra,Figtree - Keiraville,Wollongong,Illawarra,Wollongong (C),Illawarra,Wollongong (C) Bal
1321,1,New South Wales,Burns NSW,2880,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Unincorporated NSW,Far West,Unincorp. Far West
1322,1,New South Wales,Burnside NSW,2125,Sydney,Sydney - Baulkham Hills and Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,West Pennant Hills,Baulkham Hills,Sydney - Baulkham Hills and Hawkesbury,The Hills Shire (A),Sydney,The Hills Shire (A) - South
1323,1,New South Wales,Burnt Bridge NSW,2440,North Coast NSW,Regional NSW,Mid North Coast,Kempsey,Kempsey - Nambucca,Mid North Coast,Kempsey (A),Mid-North Coast,Kempsey (A)
1324,1,New South Wales,Burnt Yards NSW,2798,Central NSW,Regional NSW,Central West,Blayney,Orange,Central West,Blayney (A),Central West,Blayney (A)
1325,1,New South Wales,Buronga NSW,2739,The Murray,Regional NSW,Murray,Wentworth - Buronga,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
1326,1,New South Wales,Burra (S of Queanbeyan) NSW,2620,Capital Country,Regional NSW,Capital Region,Queanbeyan Region,Queanbeyan,Capital Region,Palerang (A),South Eastern,Palerang (A) - Pt A
1327,1,New South Wales,Burra (Gundagai) NSW,2722,Riverina,Regional NSW,Riverina,Gundagai,Wagga Wagga,Riverina,Gundagai (A),Murrumbidgee,Gundagai (A)
1328,1,New South Wales,Burra (South Coast) NSW,2536,South Coast,Regional NSW,Capital Region,Batemans Bay,South Coast,Capital Region,Eurobodalla (A),South Eastern,Eurobodalla (A)
1329,1,New South Wales,Burra (Tumbarumba) NSW,2653,Snowy Mountains,Regional NSW,Riverina,Tumbarumba,Tumut - Tumbarumba,Riverina,Tumbarumba (A),Murray,Tumbarumba (A)
1330,1,New South Wales,Burra Bee Dee NSW,2357,Central NSW,Regional NSW,Far West and Orana,Coonabarabran,Dubbo,Far West and Orana,Warrumbungle Shire (A),North Western,Warrumbungle Shire (A)
1331,1,New South Wales,Burra Burra NSW,2875,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
1332,1,New South Wales,Burra Creek (S of Queanbeyan) NSW,2620,Capital Country,Regional NSW,Capital Region,Queanbeyan Region,Queanbeyan,Capital Region,Palerang (A),South Eastern,Palerang (A) - Pt A
1333,1,New South Wales,Burra Creek (Riverina) NSW,2722,Riverina,Regional NSW,Riverina,Gundagai,Wagga Wagga,Riverina,Gundagai (A),Murrumbidgee,Gundagai (A)
1334,1,New South Wales,Burrabadine NSW,2830,Central NSW,Regional NSW,Far West and Orana,Dubbo Region,Dubbo,Far West and Orana,Dubbo (C),North Western,Dubbo (C) - Pt A
1335,1,New South Wales,Burrabogie NSW,2711,Riverina,Regional NSW,Murray,Hay,Lower Murray,Murray,Hay (A),Murrumbidgee,Hay (A)
1336,1,New South Wales,Burraboi NSW,2733,The Murray,Regional NSW,Murray,Deniliquin Region,Upper Murray exc. Albury,Murray,Wakool (A),Murray,Wakool (A)
1337,1,New South Wales,Burradoo (Southern Highlands) NSW,2576,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Bowral,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
1338,1,New South Wales,Burradoo (New England NW) NSW,2409,New England North West,Regional NSW,New England and North West,Moree Region,Moree - Narrabri,New England and North West,Moree Plains (A),Northern,Moree Plains (A)
1339,1,New South Wales,Burraduc NSW,2423,North Coast NSW,Regional NSW,Mid North Coast,Bulahdelah - Stroud,Great Lakes,Mid North Coast,Great Lakes (A),Hunter,Great Lakes (A)
1340,1,New South Wales,Burraga NSW,2795,Blue Mountains,Regional NSW,Central West,Oberon,Bathurst,Central West,Oberon (A),Central West,Oberon (A)
1341,1,New South Wales,Burragate NSW,2550,South Coast,Regional NSW,Capital Region,Bega-Eden Hinterland,South Coast,Capital Region,Bega Valley (A),South Eastern,Bega Valley (A)
1342,1,New South Wales,Burranda NSW,2652,Riverina,Regional NSW,Riverina,Wagga Wagga Region,Wagga Wagga,Riverina,Wagga Wagga (C),Murrumbidgee,Wagga Wagga (C) - Pt B
1343,1,New South Wales,Burrandana NSW,2652,Riverina,Regional NSW,Riverina,Wagga Wagga Region,Wagga Wagga,Riverina,Wagga Wagga (C),Murrumbidgee,Wagga Wagga (C) - Pt B
1344,1,New South Wales,Burrandong Dam NSW,2820,Central NSW,Regional NSW,Far West and Orana,Wellington,Dubbo,Far West and Orana,Wellington (A),North Western,Wellington (A)
1345,1,New South Wales,Burrandong NSW,2820,Central NSW,Regional NSW,Far West and Orana,Wellington,Dubbo,Far West and Orana,Wellington (A),North Western,Wellington (A)
1346,1,New South Wales,Burraneer Bay NSW,2230,Sydney,Sydney - Sutherland,Sydney - Sutherland,Cronulla - Kurnell - Bundeena,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Sutherland Shire (A),Sydney,Sutherland Shire (A) - East
1347,1,New South Wales,Burraneer NSW,2230,Sydney,Sydney - Sutherland,Sydney - Sutherland,Cronulla - Kurnell - Bundeena,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Sutherland Shire (A),Sydney,Sutherland Shire (A) - East
1348,1,New South Wales,Burraneer Point NSW,2230,Sydney,Sydney - Sutherland,Sydney - Sutherland,Cronulla - Kurnell - Bundeena,Cronulla - Miranda - Caringbah,Sydney - Sutherland,Sutherland Shire (A),Sydney,Sutherland Shire (A) - East
1349,1,New South Wales,Burrangong NSW,2594,Capital Country,Regional NSW,Capital Region,Young,Goulburn - Yass,Capital Region,Young (A),South Eastern,Young (A)
1350,1,New South Wales,Burrapine NSW,2447,North Coast NSW,Regional NSW,Mid North Coast,Nambucca Heads Region,Kempsey - Nambucca,Mid North Coast,Nambucca (A),Mid-North Coast,Nambucca (A)
1351,1,New South Wales,Burrawang NSW,2577,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Robertson - Fitzroy Falls,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
1352,1,New South Wales,Burrawang West NSW,2877,Central NSW,Regional NSW,Central West,Parkes Region,Lachlan Valley,Central West,Forbes (A),Central West,Forbes (A)
1353,1,New South Wales,Burrell Creek NSW,2430,North Coast NSW,Regional NSW,Mid North Coast,Taree Region,Taree - Gloucester,Mid North Coast,Greater Taree (C),Mid-North Coast,Greater Taree (C)
1354,1,New South Wales,Burren Burren NSW,2833,Outback NSW,Regional NSW,Far West and Orana,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble,Far West and Orana,Walgett (A),North Western,Walgett (A)
1355,1,New South Wales,Burren Junction NSW,2386,Outback NSW,Regional NSW,Far West and Orana,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble,Far West and Orana,Walgett (A),North Western,Walgett (A)
1356,1,New South Wales,Burren NSW,2387,Outback NSW,Regional NSW,Far West and Orana,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble,Far West and Orana,Walgett (A),North Western,Walgett (A)
1357,1,New South Wales,Burren Old NSW,2833,Outback NSW,Regional NSW,Far West and Orana,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble,Far West and Orana,Walgett (A),North Western,Walgett (A)
1358,1,New South Wales,Burrenbah NSW,2833,Outback NSW,Regional NSW,Far West and Orana,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble,Far West and Orana,Walgett (A),North Western,Walgett (A)
1359,1,New South Wales,Burrendong Dam NSW,2820,Central NSW,Regional NSW,Far West and Orana,Wellington,Dubbo,Far West and Orana,Wellington (A),North Western,Wellington (A)
1360,1,New South Wales,Burrendong NSW,2820,Central NSW,Regional NSW,Far West and Orana,Wellington,Dubbo,Far West and Orana,Wellington (A),North Western,Wellington (A)
1361,1,New South Wales,Burrewarra NSW,2536,South Coast,Regional NSW,Capital Region,Batemans Bay - South,South Coast,Capital Region,Eurobodalla (A),South Eastern,Eurobodalla (A)
1362,1,New South Wales,Burri Point NSW,2536,South Coast,Regional NSW,Capital Region,Batemans Bay - South,South Coast,Capital Region,Eurobodalla (A),South Eastern,Eurobodalla (A)
1363,1,New South Wales,Burrier NSW,2577,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Tomerong - Wandandian - Woollamia,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt B
1364,1,New South Wales,Burrill Lake NSW,2539,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Ulladulla,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt B
1365,1,New South Wales,Burringbah NSW,2409,New England North West,Regional NSW,New England and North West,Moree Region,Moree - Narrabri,New England and North West,Moree Plains (A),Northern,Moree Plains (A)
1366,1,New South Wales,Burringbar NSW,2483,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Pottsville,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond-Tweed,Tweed (A) - Pt B
1367,1,New South Wales,Burringeel NSW,2821,Central NSW,Regional NSW,Far West and Orana,Narromine,Dubbo,Far West and Orana,Narromine (A),North Western,Narromine (A)
1368,1,New South Wales,Burrinjuck NSW,2582,Capital Country,Regional NSW,Capital Region,Yass Region,Goulburn - Yass,Capital Region,Yass Valley (A),South Eastern,Yass Valley (A)
1369,1,New South Wales,Burrinjuck Upper NSW,2582,Capital Country,Regional NSW,Capital Region,Yass Region,Goulburn - Yass,Capital Region,Yass Valley (A),South Eastern,Yass Valley (A)
1370,1,New South Wales,Burroway NSW,2830,Central NSW,Regional NSW,Far West and Orana,Narromine,Dubbo,Far West and Orana,Narromine (A),North Western,Narromine (A)
1371,1,New South Wales,Burrumbuttock NSW,2642,The Murray,Regional NSW,Murray,Albury Region,Albury,Murray,Greater Hume Shire (A),Murray,Greater Hume Shire (A) - Pt A
1372,1,New South Wales,Burrumbuttock Siding NSW,2642,The Murray,Regional NSW,Murray,Albury Region,Albury,Murray,Greater Hume Shire (A),Murray,Greater Hume Shire (A) - Pt A
1373,1,New South Wales,Burrundana NSW,2652,Riverina,Regional NSW,Riverina,Wagga Wagga Region,Wagga Wagga,Riverina,Wagga Wagga (C),Murrumbidgee,Wagga Wagga (C) - Pt B
1374,1,New South Wales,Burrundulla NSW,2850,Central NSW,Regional NSW,Central West,Mudgee,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
1375,1,New South Wales,Burta NSW,2880,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Unincorporated NSW,Far West,Unincorp. Far West
1376,1,New South Wales,Burtundy NSW,2648,The Murray,Regional NSW,Murray,Wentworth-Balranald Region,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
1377,1,New South Wales,Burwood (Coonamble) NSW,2828,Central NSW,Regional NSW,Far West and Orana,Coonamble,Bourke - Cobar - Coonamble,Far West and Orana,Coonamble (A),North Western,Coonamble (A)
1378,1,New South Wales,Burwood (Sydney) NSW,2134,Sydney,Sydney - Inner West,Sydney - Inner West,Burwood - Croydon,Strathfield - Burwood - Ashfield,Sydney - Inner West,Burwood (A),Sydney,Burwood (A)
1379,1,New South Wales,Burwood East NSW,2134,Sydney,Sydney - Inner West,Sydney - Inner West,Burwood - Croydon,Strathfield - Burwood - Ashfield,Sydney - Inner West,Burwood (A),Sydney,Burwood (A)
1380,1,New South Wales,Burwood Heights NSW,2136,Sydney,Sydney - Inner West,Sydney - Inner West,Croydon Park - Enfield,Strathfield - Burwood - Ashfield,Sydney - Inner West,Burwood (A),Sydney,Burwood (A)
1381,1,New South Wales,Burwood North NSW,2134,Sydney,Sydney - Inner West,Sydney - Inner West,Burwood - Croydon,Strathfield - Burwood - Ashfield,Sydney - Inner West,Burwood (A),Sydney,Burwood (A)
1382,1,New South Wales,Busby NSW,2168,Sydney,Sydney - South West,Sydney - South West,Ashcroft - Busby - Miller,Bringelly - Green Valley,Sydney - South West,Liverpool (C),Sydney,Liverpool (C) - East
1383,1,New South Wales,Busbys Flat NSW,2470,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Casino Region,Richmond Valley - Hinterland,Richmond - Tweed,Richmond Valley (A),Richmond-Tweed,Richmond Valley (A) Bal
1384,1,New South Wales,Bushells Ridge NSW,2259,Central Coast,Central Coast,Central Coast,Jilliby - Yarramalong,Wyong,Central Coast,Wyong (A),Sydney,Wyong (A) - North-East
1385,1,New South Wales,Bushrangers Creek NSW,2820,Central NSW,Regional NSW,Far West and Orana,Wellington,Dubbo,Far West and Orana,Wellington (A),North Western,Wellington (A)
1386,1,New South Wales,Bushy Park NSW,2460,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) - Grafton
1387,1,New South Wales,Bute NSW,2590,Riverina,Regional NSW,Riverina,Junee,Wagga Wagga,Riverina,Junee (A),Murrumbidgee,Junee (A)
1388,1,New South Wales,Butlers Falls NSW,2830,Central NSW,Regional NSW,Far West and Orana,Dubbo Region,Dubbo,Far West and Orana,Dubbo (C),North Western,Dubbo (C) - Pt B
1389,1,New South Wales,Butmaroo NSW,2621,Capital Country,Regional NSW,Capital Region,Queanbeyan Region,Queanbeyan,Capital Region,Palerang (A),South Eastern,Palerang (A) - Pt A
1390,1,New South Wales,Buttaba NSW,2283,Hunter,Hunter,Hunter,Wangi Wangi - Rathmines,Lake Macquarie - West,Newcastle and Lake Macquarie,Lake Macquarie (C),Hunter,Lake Macquarie (C) - West
1391,1,New South Wales,Buttabone NSW,2824,Outback NSW,Regional NSW,Far West and Orana,Nyngan - Warren,Bourke - Cobar - Coonamble,Far West and Orana,Warren (A),North Western,Warren (A)
1392,1,New South Wales,Buttabone Stud Park NSW,2831,Outback NSW,Regional NSW,Far West and Orana,Nyngan - Warren,Bourke - Cobar - Coonamble,Far West and Orana,Bogan (A),North Western,Bogan (A)
1393,1,New South Wales,Buttai NSW,2322,Hunter,Hunter,Hunter,Cessnock Region,Lower Hunter,Hunter Valley exc Newcastle,Cessnock (C),Hunter,Cessnock (C)
1394,1,New South Wales,Butterwick NSW,2321,North Coast NSW,Regional NSW,Hunter Valley exc Newcastle,Seaham - Woodville,Port Stephens,Hunter Valley exc Newcastle,Port Stephens (A),Hunter,Port Stephens (A)
1395,1,New South Wales,Buttonderry NSW,2262,Central Coast,Central Coast,Central Coast,Blue Haven - San Remo,Wyong,Central Coast,Wyong (A),Sydney,Wyong (A) - North-East
1396,1,New South Wales,Buxton NSW,2571,Sydney,Sydney - Outer South West,Sydney - Outer South West,Picton - Tahmoor - Buxton,Wollondilly,Sydney - Outer South West,Wollondilly (A),Sydney,Wollondilly (A)
1397,1,New South Wales,Buyanvale NSW,2630,Snowy Mountains,Regional NSW,Capital Region,Cooma,Snowy Mountains,Capital Region,Cooma-Monaro (A),South Eastern,Cooma-Monaro (A)
1398,1,New South Wales,Byabarra NSW,2446,North Coast NSW,Regional NSW,Mid North Coast,Port Macquarie Region,Port Macquarie,Mid North Coast,Port Macquarie-Hastings (A),Mid-North Coast,Port Macquarie-Hastings (A) - Pt B
1399,1,New South Wales,Byadbo Wilderness NSW,2632,Snowy Mountains,Regional NSW,Capital Region,Bombala,Snowy Mountains,Capital Region,Bombala (A),South Eastern,Bombala (A)
1400,1,New South Wales,Byamee NSW,2340,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt B
1401,1,New South Wales,Byangum NSW,2484,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Murwillumbah Region,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond-Tweed,Tweed (A) - Pt B
1402,1,New South Wales,Bygalorie NSW,2669,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
1403,1,New South Wales,Bylong Lower NSW,2849,Central NSW,Regional NSW,Central West,Mudgee Region - East,Lithgow - Mudgee,Central West,Mid-Western Regional (A),Central West,Mid-Western Regional (A) - Pt B
1404,1,New South Wales,Bylong NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - East,Lithgow - Mudgee,Central West,Mid-Western Regional (A),Central West,Mid-Western Regional (A) - Pt B
1405,1,New South Wales,Byng NSW,2798,Central NSW,Regional NSW,Central West,Orange Region,Orange,Central West,Cabonne (A),Central West,Cabonne (A)
1406,1,New South Wales,Byrock NSW,2840,Outback NSW,Regional NSW,Far West and Orana,Bourke - Brewarrina,Bourke - Cobar - Coonamble,Far West and Orana,Bourke (A),North Western,Bourke (A)
1407,1,New South Wales,Byron Bay NSW,2481,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Byron Bay,Richmond Valley - Coastal,Richmond - Tweed,Byron (A),Richmond-Tweed,Byron (A)
1408,1,New South Wales,Byron NSW,2360,New England North West,Regional NSW,New England and North West,Inverell Region - East,Inverell - Tenterfield,New England and North West,Inverell (A),Northern,Inverell (A) - Pt A
1409,1,New South Wales,Byrrill Creek NSW,2484,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Murwillumbah Region,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond-Tweed,Tweed (A) - Pt B
1410,1,New South Wales,Bywong NSW,2621,Capital Country,Regional NSW,Capital Region,Queanbeyan Region,Queanbeyan,Capital Region,Palerang (A),South Eastern,Palerang (A) - Pt A
1411,1,New South Wales,Cabarita (Northern Rivers Trop) NSW,2488,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Pottsville,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond-Tweed,Tweed (A) - Tweed Coast
1412,1,New South Wales,Cabarita (Sydney) NSW,2137,Sydney,Sydney - Inner West,Sydney - Inner West,Concord - Mortlake - Cabarita,Canada Bay,Sydney - Inner West,Canada Bay (A),Sydney,Canada Bay (A) - Concord
1413,1,New South Wales,Cabarita Beach NSW,2488,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Pottsville,Tweed Valley,Richmond - Tweed,Tweed (A),Richmond-Tweed,Tweed (A) - Tweed Coast
1414,1,New South Wales,Cabarita Junction NSW,2137,Sydney,Sydney - Inner West,Sydney - Inner West,Concord - Mortlake - Cabarita,Canada Bay,Sydney - Inner West,Canada Bay (A),Sydney,Canada Bay (A) - Concord
1415,1,New South Wales,Cabbage Tree Island (Ballina) NSW,2477,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Ballina Region,Richmond Valley - Coastal,Richmond - Tweed,Ballina (A),Richmond-Tweed,Ballina (A)
1416,1,New South Wales,Cabbage Tree Island (North Coast) NSW,2430,North Coast NSW,Regional NSW,Mid North Coast,Old Bar - Manning Point - Red Head,Taree - Gloucester,Mid North Coast,Greater Taree (C),Mid-North Coast,Greater Taree (C)
1417,1,New South Wales,Cabbage Tree NSW,2541,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Nowra,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt A
1418,1,New South Wales,Cable Downs NSW,2835,Outback NSW,Regional NSW,Far West and Orana,Cobar,Bourke - Cobar - Coonamble,Far West and Orana,Cobar (A),North Western,Cobar (A)
1419,1,New South Wales,Cabramatta Heights NSW,2176,Sydney,Sydney - South West,Sydney - South West,Bossley Park - Abbotsbury,Fairfield,Sydney - South West,Fairfield (C),Sydney,Fairfield (C) - West
1420,1,New South Wales,Cabramatta NSW,2177,Sydney,Sydney - South West,Sydney - South West,Bonnyrigg Heights - Bonnyrigg,Fairfield,Sydney - South West,Fairfield (C),Sydney,Fairfield (C) - West
1421,1,New South Wales,Cabramatta West NSW,2176,Sydney,Sydney - South West,Sydney - South West,Edensor Park,Fairfield,Sydney - South West,Fairfield (C),Sydney,Fairfield (C) - West
